timestamp,datetime_utc,open,high,low,close,volume
1771645500,2026-02-21 03:45:00,0.161625,0.161937,0.16155,0.161937,79970.71723773
1771646400,2026-02-21 04:00:00,0.161935,0.161957,0.161726,0.161856,56037.86988319
1771647300,2026-02-21 04:15:00,0.161861,0.162049,0.161651,0.161847,176060.94945528
1771648200,2026-02-21 04:30:00,0.1618,0.16191,0.1617,0.16175,77365.06578571
1771649100,2026-02-21 04:45:00,0.161725,0.16208,0.161661,0.162006,66175.80635789
1771650000,2026-02-21 05:00:00,0.162051,0.16228,0.162042,0.1622,54595.32926413
1771650900,2026-02-21 05:15:00,0.162199,0.162411,0.162198,0.162362,55753.45267905
1771651800,2026-02-21 05:30:00,0.16237,0.162524,0.162053,0.162165,93703.43728892
1771652700,2026-02-21 05:45:00,0.162108,0.162129,0.161831,0.161973,41642.81034442
1771653600,2026-02-21 06:00:00,0.161999,0.16211,0.161825,0.16211,40165.36204922
1771654500,2026-02-21 06:15:00,0.162125,0.162203,0.161902,0.161925,41742.70641628
1771655400,2026-02-21 06:30:00,0.1619,0.1619,0.161525,0.16153,160554.01341996
1771656300,2026-02-21 06:45:00,0.161518,0.161755,0.161426,0.161689,129615.40714061
1771657200,2026-02-21 07:00:00,0.16169,0.161792,0.161426,0.161465,114850.36141022
1771658100,2026-02-21 07:15:00,0.16148,0.161614,0.16148,0.161529,121201.46563107
1771659000,2026-02-21 07:30:00,0.16157,0.161866,0.161529,0.161748,65292.91499032
1771659900,2026-02-21 07:45:00,0.161749,0.161825,0.161703,0.16178,25795.84829613
1771660800,2026-02-21 08:00:00,0.1618,0.161875,0.1616,0.161699,22466.31109518
1771661700,2026-02-21 08:15:00,0.16172,0.161991,0.16172,0.161834,140358.93351742
1771662600,2026-02-21 08:30:00,0.16183,0.162225,0.16183,0.162222,28984.19288962
1771663500,2026-02-21 08:45:00,0.162204,0.162847,0.16205,0.162728,136248.80392088
1771664400,2026-02-21 09:00:00,0.162725,0.162794,0.162601,0.162666,49497.25887085
1771665300,2026-02-21 09:15:00,0.162679,0.163959,0.162679,0.163959,182017.68229443
1771666200,2026-02-21 09:30:00,0.163896,0.164,0.163531,0.16375,109501.83489033
1771667100,2026-02-21 09:45:00,0.163774,0.163849,0.1631,0.16311,93130.02118734
1771668000,2026-02-21 10:00:00,0.163075,0.16335,0.16305,0.163111,60005.34096872
1771668900,2026-02-21 10:15:00,0.16312,0.163265,0.16312,0.16321,36808.55777926
1771669800,2026-02-21 10:30:00,0.16324,0.163325,0.163049,0.163083,37515.2406431
1771670700,2026-02-21 10:45:00,0.163079,0.163093,0.162778,0.16298,116172.30208959
1771671600,2026-02-21 11:00:00,0.162961,0.16335,0.162879,0.16299,271596.70217985
1771672500,2026-02-21 11:15:00,0.16295,0.163346,0.162929,0.163029,186002.98705674
1771673400,2026-02-21 11:30:00,0.16303,0.163064,0.162782,0.16282,107557.45309688
1771674300,2026-02-21 11:45:00,0.162849,0.1631,0.16267,0.1631,85872.07582894
1771675200,2026-02-21 12:00:00,0.16309,0.16315,0.162878,0.1629,52506.56448416
1771676100,2026-02-21 12:15:00,0.162875,0.16302,0.162734,0.162794,93308.0017562
1771677000,2026-02-21 12:30:00,0.162783,0.162783,0.162558,0.162633,110707.53737868
1771677900,2026-02-21 12:45:00,0.162703,0.16297,0.16265,0.162871,80848.65330161
1771678800,2026-02-21 13:00:00,0.162872,0.162979,0.162739,0.162824,105351.72731788
1771679700,2026-02-21 13:15:00,0.16283,0.163273,0.162751,0.163125,62488.76192021
1771680600,2026-02-21 13:30:00,0.163101,0.16321,0.16279,0.16292,97910.73715081
1771681500,2026-02-21 13:45:00,0.16292,0.163499,0.16292,0.163451,95097.71058644
1771682400,2026-02-21 14:00:00,0.16347,0.163574,0.163286,0.163429,157281.01597908
1771683300,2026-02-21 14:15:00,0.163375,0.164474,0.16326,0.164025,216006.24206173
1771684200,2026-02-21 14:30:00,0.164,0.164423,0.163907,0.16415,354380.85986552
1771685100,2026-02-21 14:45:00,0.16418,0.164292,0.16381,0.16394,179445.30847178
1771686000,2026-02-21 15:00:00,0.163975,0.164076,0.16342,0.163869,246063.03544098
1771686900,2026-02-21 15:15:00,0.163826,0.164067,0.163175,0.163195,122517.78812109
1771687800,2026-02-21 15:30:00,0.16315,0.1638,0.163025,0.1637,129169.18543677
1771688700,2026-02-21 15:45:00,0.1637,0.163779,0.163201,0.163214,87584.9960981
1771689600,2026-02-21 16:00:00,0.16323,0.163321,0.162198,0.162506,137001.66048246
1771690500,2026-02-21 16:15:00,0.162504,0.162637,0.161726,0.162125,149984.92036948
1771691400,2026-02-21 16:30:00,0.162075,0.1622,0.161788,0.162022,123470.15675411
1771692300,2026-02-21 16:45:00,0.161975,0.162154,0.161809,0.161992,150668.6343789
1771693200,2026-02-21 17:00:00,0.16202,0.162249,0.161723,0.161816,169446.73318581
1771694100,2026-02-21 17:15:00,0.161761,0.16195,0.161601,0.161763,121142.19543845
1771695000,2026-02-21 17:30:00,0.16184,0.162251,0.161709,0.162151,74680.03317977
1771695900,2026-02-21 17:45:00,0.16215,0.162287,0.161875,0.16195,133081.70427675
1771696800,2026-02-21 18:00:00,0.16191,0.162389,0.16191,0.162083,96165.16272641
1771697700,2026-02-21 18:15:00,0.162067,0.162432,0.162051,0.162111,121899.30553621
1771698600,2026-02-21 18:30:00,0.162101,0.16311,0.162039,0.16283,225768.58140112
1771699500,2026-02-21 18:45:00,0.162787,0.1632,0.162662,0.16293,176606.35280919
1771700400,2026-02-21 19:00:00,0.162875,0.16289,0.162601,0.162676,183161.21610521
1771701300,2026-02-21 19:15:00,0.162652,0.163053,0.162632,0.16275,152605.8515707
1771702200,2026-02-21 19:30:00,0.162742,0.163806,0.16265,0.163675,178779.8439949
1771703100,2026-02-21 19:45:00,0.163673,0.16368,0.162471,0.162631,194004.28654944
1771704000,2026-02-21 20:00:00,0.162625,0.162746,0.162388,0.162416,79731.02105127
1771704900,2026-02-21 20:15:00,0.162376,0.162624,0.162191,0.162555,137539.31060199
1771705800,2026-02-21 20:30:00,0.16256,0.162641,0.161825,0.161968,351564.13562081
1771706700,2026-02-21 20:45:00,0.16199,0.16211,0.161575,0.161625,316838.77266114
1771707600,2026-02-21 21:00:00,0.16163,0.161798,0.161477,0.161685,153685.44628515
1771708500,2026-02-21 21:15:00,0.161625,0.1622,0.161617,0.162175,87044.56797883
1771709400,2026-02-21 21:30:00,0.162175,0.162436,0.16213,0.162199,72773.6402054
1771710300,2026-02-21 21:45:00,0.162183,0.162338,0.162094,0.162329,63101.66029733
1771711200,2026-02-21 22:00:00,0.162319,0.162824,0.161646,0.16195,1176605.93949215
1771712100,2026-02-21 22:15:00,0.161974,0.162158,0.161848,0.161893,77743.27775363
1771713000,2026-02-21 22:30:00,0.16194,0.161945,0.161375,0.161514,179827.40385666
1771713900,2026-02-21 22:45:00,0.16158,0.16175,0.1613,0.1613,107833.93448107
1771714800,2026-02-21 23:00:00,0.161276,0.161411,0.160942,0.161147,870772.83128293
1771715700,2026-02-21 23:15:00,0.161144,0.161395,0.161144,0.1613,200186.72242616
1771716600,2026-02-21 23:30:00,0.1613,0.16133,0.161112,0.161112,235091.7212265
1771717500,2026-02-21 23:45:00,0.1611,0.161132,0.160951,0.160975,157936.32299917
1771718400,2026-02-22 00:00:00,0.160951,0.161,0.16056,0.160773,159939.79653874
1771719300,2026-02-22 00:15:00,0.16077,0.160996,0.160397,0.160654,541149.01437234
1771720200,2026-02-22 00:30:00,0.160613,0.160747,0.160276,0.160309,308328.05811061
1771721100,2026-02-22 00:45:00,0.16031,0.160638,0.160125,0.16047,135645.44554961
1771722000,2026-02-22 01:00:00,0.160452,0.160452,0.160016,0.16018,312698.37256204
1771722900,2026-02-22 01:15:00,0.1602,0.160447,0.16,0.16015,127861.87723629
1771723800,2026-02-22 01:30:00,0.16016,0.16019,0.159951,0.15999,115647.22470685
1771724700,2026-02-22 01:45:00,0.159982,0.160024,0.159515,0.159827,355322.6502074
1771725600,2026-02-22 02:00:00,0.15985,0.15988,0.158899,0.15891,332003.18094946
1771726500,2026-02-22 02:15:00,0.158922,0.158925,0.15776,0.157824,337275.0838228
1771727400,2026-02-22 02:30:00,0.1578,0.158064,0.155712,0.155923,7569549.07909135
1771728300,2026-02-22 02:45:00,0.155834,0.156013,0.153826,0.155491,14340686.76645862
1771729200,2026-02-22 03:00:00,0.15547,0.157554,0.154801,0.154884,8307454.73291899
1771730100,2026-02-22 03:15:00,0.154912,0.155,0.15428,0.154938,3945412.59411087
1771731000,2026-02-22 03:30:00,0.154921,0.155569,0.154774,0.155512,1913104.64992015
1771731900,2026-02-22 03:45:00,0.155516,0.156735,0.155461,0.15564,2125854.37579007
1771732800,2026-02-22 04:00:00,0.155616,0.156,0.155472,0.155834,822416.43893779
1771733700,2026-02-22 04:15:00,0.15583,0.15583,0.155342,0.15546,686081.20841118
1771734600,2026-02-22 04:30:00,0.155448,0.155522,0.155245,0.155478,1146132.30468134
1771735500,2026-02-22 04:45:00,0.15548,0.155865,0.155399,0.155806,195112.50881597
1771736400,2026-02-22 05:00:00,0.155822,0.15626,0.155805,0.155992,237726.25132212
1771737300,2026-02-22 05:15:00,0.156009,0.156409,0.156006,0.156409,344450.46117247
1771738200,2026-02-22 05:30:00,0.15641,0.156557,0.154948,0.155364,4023181.03060853
1771739100,2026-02-22 05:45:00,0.155364,0.155512,0.154978,0.155314,1207763.33613609
1771740000,2026-02-22 06:00:00,0.155312,0.155622,0.154999,0.155141,1723639.52947495
1771740900,2026-02-22 06:15:00,0.155141,0.155346,0.154587,0.155059,2158851.53553783
1771741800,2026-02-22 06:30:00,0.155023,0.155055,0.154399,0.15489,3181592.5289145
1771742700,2026-02-22 06:45:00,0.154903,0.15533,0.15489,0.15533,377445.74660406
1771743600,2026-02-22 07:00:00,0.155346,0.155601,0.155273,0.15558,775229.97528617
1771744500,2026-02-22 07:15:00,0.155545,0.155591,0.155297,0.155458,348359.6103029
1771745400,2026-02-22 07:30:00,0.155432,0.155637,0.155245,0.155637,156549.64115921
1771746300,2026-02-22 07:45:00,0.155617,0.155953,0.155533,0.155718,233943.07996885
1771747200,2026-02-22 08:00:00,0.15573,0.15588,0.155575,0.15588,86505.54738055
1771748100,2026-02-22 08:15:00,0.15588,0.156066,0.155482,0.15594,1755597.60683303
1771749000,2026-02-22 08:30:00,0.15599,0.15638,0.155876,0.1562,378143.15148338
1771749900,2026-02-22 08:45:00,0.15624,0.15627,0.156016,0.156016,61676.65001157
1771750800,2026-02-22 09:00:00,0.15592,0.156221,0.155863,0.15619,33173.5666873
1771751700,2026-02-22 09:15:00,0.15625,0.156582,0.15625,0.15641,127592.75391689
1771752600,2026-02-22 09:30:00,0.156409,0.15656,0.156321,0.156518,82936.76462129
1771753500,2026-02-22 09:45:00,0.156519,0.156869,0.156503,0.156603,165218.89470682
1771754400,2026-02-22 10:00:00,0.156613,0.15698,0.156397,0.15682,88542.59014585
1771755300,2026-02-22 10:15:00,0.15687,0.15695,0.156572,0.156642,82805.97179617
1771756200,2026-02-22 10:30:00,0.156669,0.156818,0.156479,0.156486,195081.21179698
1771757100,2026-02-22 10:45:00,0.156486,0.15667,0.156224,0.156327,254398.4977712
1771758000,2026-02-22 11:00:00,0.156282,0.156636,0.156282,0.15652,104231.13678524
1771758900,2026-02-22 11:15:00,0.156519,0.156661,0.156401,0.156428,219540.63405008
1771759800,2026-02-22 11:30:00,0.15642,0.156479,0.156311,0.1564,73379.07938678
1771760700,2026-02-22 11:45:00,0.1564,0.1566,0.1564,0.156576,182634.14739191
1771761600,2026-02-22 12:00:00,0.156552,0.156552,0.15538,0.155383,307377.34180403
1771762500,2026-02-22 12:15:00,0.15542,0.15564,0.155238,0.155546,167048.14431011
1771763400,2026-02-22 12:30:00,0.155517,0.155615,0.155184,0.155237,178602.2904494
1771764300,2026-02-22 12:45:00,0.155253,0.155485,0.15513,0.155281,143062.02113711
1771765200,2026-02-22 13:00:00,0.15531,0.155571,0.15487,0.155313,508443.47623739
1771766100,2026-02-22 13:15:00,0.15532,0.155544,0.155253,0.155317,108783.62238557
1771767000,2026-02-22 13:30:00,0.155265,0.155501,0.155005,0.155117,207702.30889757
1771767900,2026-02-22 13:45:00,0.155117,0.155117,0.154804,0.15496,258438.02121566
1771768800,2026-02-22 14:00:00,0.15496,0.155092,0.154513,0.154723,306050.20508763
1771769700,2026-02-22 14:15:00,0.154687,0.154799,0.154199,0.154367,358629.3096046
1771770600,2026-02-22 14:30:00,0.154306,0.154697,0.154259,0.154369,171958.57654457
1771771500,2026-02-22 14:45:00,0.15433,0.154656,0.154133,0.154567,236791.08692067
1771772400,2026-02-22 15:00:00,0.154573,0.154573,0.153974,0.15416,294668.2000625
1771773300,2026-02-22 15:15:00,0.154159,0.154959,0.153961,0.154959,159212.25919418
1771774200,2026-02-22 15:30:00,0.154925,0.154925,0.153903,0.15423,676510.18912545
1771775100,2026-02-22 15:45:00,0.15423,0.154454,0.154096,0.154293,144031.36951048
1771776000,2026-02-22 16:00:00,0.154287,0.154486,0.153975,0.15434,222111.79562517
1771776900,2026-02-22 16:15:00,0.154367,0.154665,0.154338,0.154488,143254.90411499
1771777800,2026-02-22 16:30:00,0.154528,0.154859,0.154401,0.15466,120927.98524889
1771778700,2026-02-22 16:45:00,0.154639,0.154937,0.154639,0.15486,152202.20494943
1771779600,2026-02-22 17:00:00,0.154855,0.15532,0.15428,0.15438,330839.87720324
1771780500,2026-02-22 17:15:00,0.154399,0.154454,0.154216,0.154216,227082.48724508
1771781400,2026-02-22 17:30:00,0.154216,0.15428,0.153845,0.154044,162805.9727758
1771782300,2026-02-22 17:45:00,0.1541,0.154354,0.154029,0.15413,162676.29314739
1771783200,2026-02-22 18:00:00,0.1541,0.154134,0.153759,0.15412,213036.4942507
1771784100,2026-02-22 18:15:00,0.15412,0.155682,0.15412,0.155444,4171644.44404203
1771785000,2026-02-22 18:30:00,0.155469,0.15582,0.155279,0.155406,1339981.22434587
1771785900,2026-02-22 18:45:00,0.155459,0.155686,0.155355,0.155454,165051.12461214
1771786800,2026-02-22 19:00:00,0.155402,0.155459,0.155036,0.155081,254005.42597701
1771787700,2026-02-22 19:15:00,0.15513,0.155193,0.154941,0.1551,158742.05727094
1771788600,2026-02-22 19:30:00,0.155088,0.15548,0.155088,0.155337,59717.47501014
1771789500,2026-02-22 19:45:00,0.155358,0.1554,0.155098,0.155259,87561.91860637
1771790400,2026-02-22 20:00:00,0.1552,0.155256,0.154985,0.15512,147333.82870689
1771791300,2026-02-22 20:15:00,0.15512,0.155347,0.155021,0.155323,141654.98168281
1771792200,2026-02-22 20:30:00,0.15534,0.15534,0.154953,0.155,133088.94704502
1771793100,2026-02-22 20:45:00,0.155,0.155012,0.154489,0.154532,124509.32739573
1771794000,2026-02-22 21:00:00,0.15454,0.154705,0.154525,0.154526,88038.7079474
1771794900,2026-02-22 21:15:00,0.15458,0.15468,0.154242,0.1543,116792.08296853
1771795800,2026-02-22 21:30:00,0.15432,0.154925,0.154243,0.154893,170404.05372119
1771796700,2026-02-22 21:45:00,0.15486,0.15498,0.15467,0.15481,186905.52132471
1771797600,2026-02-22 22:00:00,0.154781,0.15522,0.1547,0.154864,846908.3695753
1771798500,2026-02-22 22:15:00,0.15484,0.15526,0.154802,0.155042,65559.62715397
1771799400,2026-02-22 22:30:00,0.155006,0.15521,0.154826,0.155178,128919.67729366
1771800300,2026-02-22 22:45:00,0.155191,0.155288,0.155081,0.155081,123057.39429116
1771801200,2026-02-22 23:00:00,0.155122,0.155333,0.15477,0.15477,278925.22355406
1771802100,2026-02-22 23:15:00,0.154752,0.155009,0.154573,0.15486,260562.44809839
1771803000,2026-02-22 23:30:00,0.15484,0.1549,0.154564,0.15461,228007.86534858
1771803900,2026-02-22 23:45:00,0.154642,0.155088,0.154504,0.154872,423152.79170215
1771804800,2026-02-23 00:00:00,0.154875,0.155265,0.154798,0.155048,234155.34895784
1771805700,2026-02-23 00:15:00,0.155022,0.155087,0.154065,0.154233,205394.22698905
1771806600,2026-02-23 00:30:00,0.15428,0.154282,0.153266,0.153498,525532.96244132
1771807500,2026-02-23 00:45:00,0.153481,0.153676,0.152929,0.1531,370686.48566499
1771808400,2026-02-23 01:00:00,0.153045,0.153141,0.150322,0.151052,1685952.41413918
1771809300,2026-02-23 01:15:00,0.150984,0.151223,0.149094,0.149544,7521341.39397156
1771810200,2026-02-23 01:30:00,0.14952,0.151139,0.149304,0.150536,863742.80042037
1771811100,2026-02-23 01:45:00,0.15051,0.154403,0.149707,0.14991,3646931.18725769
1771812000,2026-02-23 02:00:00,0.149921,0.150972,0.149712,0.150365,626096.00247569
1771812900,2026-02-23 02:15:00,0.15041,0.15049,0.149895,0.15023,263277.13791986
1771813800,2026-02-23 02:30:00,0.15026,0.15057,0.150101,0.150479,445243.20965083
1771814700,2026-02-23 02:45:00,0.150444,0.1507,0.150346,0.150616,236119.50009136
1771815600,2026-02-23 03:00:00,0.150648,0.151648,0.150648,0.15132,429789.29363883
1771816500,2026-02-23 03:15:00,0.15132,0.151367,0.150254,0.150396,498131.64048576
1771817400,2026-02-23 03:30:00,0.1504,0.151112,0.150222,0.15107,953323.87932979
1771818300,2026-02-23 03:45:00,0.151104,0.15119,0.15072,0.150822,207884.61616174
1771819200,2026-02-23 04:00:00,0.15084,0.151182,0.150676,0.15106,258317.49969756
1771820100,2026-02-23 04:15:00,0.151008,0.151008,0.150465,0.15049,244375.49027862
1771821000,2026-02-23 04:30:00,0.150487,0.150528,0.149696,0.149953,700646.62032535
1771821900,2026-02-23 04:45:00,0.149964,0.150229,0.149937,0.150191,276676.04251186
1771822800,2026-02-23 05:00:00,0.150219,0.150906,0.150219,0.150711,213554.31971565
1771823700,2026-02-23 05:15:00,0.15071,0.151402,0.15071,0.15119,261439.83879375
1771824600,2026-02-23 05:30:00,0.151199,0.151406,0.150864,0.151152,222254.46268995
1771825500,2026-02-23 05:45:00,0.151104,0.151303,0.15096,0.150977,81339.43012436
1771826400,2026-02-23 06:00:00,0.15099,0.153096,0.150871,0.153048,363321.39135022
1771827300,2026-02-23 06:15:00,0.153026,0.153026,0.152352,0.1524,121317.19113752
1771828200,2026-02-23 06:30:00,0.152416,0.153192,0.152326,0.15311,186627.1846485
1771829100,2026-02-23 06:45:00,0.153109,0.153529,0.153109,0.153269,86848.82587188
1771830000,2026-02-23 07:00:00,0.153319,0.153504,0.153216,0.1533,141144.9019404
1771830900,2026-02-23 07:15:00,0.1533,0.15331,0.152917,0.153024,103256.44314097
1771831800,2026-02-23 07:30:00,0.153,0.153711,0.152835,0.153528,101791.14495405
1771832700,2026-02-23 07:45:00,0.153504,0.153533,0.153144,0.153144,65255.27253807
1771833600,2026-02-23 08:00:00,0.15312,0.153253,0.152631,0.152906,176946.79918507
1771834500,2026-02-23 08:15:00,0.152909,0.153059,0.152411,0.152529,90496.38117567
1771835400,2026-02-23 08:30:00,0.152505,0.152699,0.15242,0.152514,80231.60318026
1771836300,2026-02-23 08:45:00,0.152469,0.152544,0.15232,0.152544,65644.44863783
1771837200,2026-02-23 09:00:00,0.15254,0.153123,0.15254,0.152964,121892.72086744
1771838100,2026-02-23 09:15:00,0.152936,0.153352,0.152637,0.153211,150111.41405451
1771839000,2026-02-23 09:30:00,0.153188,0.15504,0.153104,0.15469,357220.14525123
1771839900,2026-02-23 09:45:00,0.154683,0.155344,0.154683,0.15524,97182.686281
1771840800,2026-02-23 10:00:00,0.15522,0.155978,0.155148,0.15524,172246.04406009
1771841700,2026-02-23 10:15:00,0.155204,0.156044,0.154935,0.15593,232962.01275695
1771842600,2026-02-23 10:30:00,0.15593,0.156059,0.155624,0.156031,104540.75339299
1771843500,2026-02-23 10:45:00,0.15604,0.156106,0.155719,0.155912,244186.31876765
1771844400,2026-02-23 11:00:00,0.15595,0.156231,0.155932,0.15599,207693.70273535
1771845300,2026-02-23 11:15:00,0.155991,0.15683,0.155986,0.15648,313855.44386565
1771846200,2026-02-23 11:30:00,0.156464,0.156704,0.15624,0.156356,183954.76185611
1771847100,2026-02-23 11:45:00,0.156355,0.156385,0.155814,0.156048,470639.29821097
1771848000,2026-02-23 12:00:00,0.156039,0.15644,0.155862,0.15624,251990.18748174
1771848900,2026-02-23 12:15:00,0.156232,0.156256,0.155734,0.15584,240038.77902987
1771849800,2026-02-23 12:30:00,0.155824,0.15736,0.155399,0.157137,368945.80554
1771850700,2026-02-23 12:45:00,0.157147,0.157453,0.156513,0.156566,213314.7092436
1771851600,2026-02-23 13:00:00,0.15657,0.156772,0.1564,0.15656,149561.60913437
1771852500,2026-02-23 13:15:00,0.156548,0.15655,0.156212,0.156317,207699.37928636
1771853400,2026-02-23 13:30:00,0.156326,0.156684,0.155876,0.156408,404191.12031921
1771854300,2026-02-23 13:45:00,0.156434,0.156492,0.155235,0.15532,274401.7770785
1771855200,2026-02-23 14:00:00,0.15532,0.155463,0.155205,0.15544,195961.57424421
1771856100,2026-02-23 14:15:00,0.155384,0.155466,0.154354,0.154437,149451.08952918
1771857000,2026-02-23 14:30:00,0.15445,0.155372,0.153821,0.154868,411185.87487979
1771857900,2026-02-23 14:45:00,0.15484,0.15566,0.154448,0.155288,339904.40815632
1771858800,2026-02-23 15:00:00,0.155313,0.155685,0.15456,0.1547,473418.2262809
1771859700,2026-02-23 15:15:00,0.1547,0.15526,0.153744,0.153916,307605.7064004
1771860600,2026-02-23 15:30:00,0.153883,0.154469,0.153542,0.153745,923621.17929375
1771861500,2026-02-23 15:45:00,0.153743,0.153998,0.152918,0.15301,1264694.69902071
1771862400,2026-02-23 16:00:00,0.15306,0.153135,0.151355,0.151405,509262.07373251
1771863300,2026-02-23 16:15:00,0.151369,0.152356,0.151339,0.152034,252425.93384642
1771864200,2026-02-23 16:30:00,0.151965,0.15274,0.151536,0.15182,390454.96428758
1771865100,2026-02-23 16:45:00,0.151817,0.151876,0.150881,0.151495,316447.69755428
1771866000,2026-02-23 17:00:00,0.151522,0.151954,0.150916,0.150916,271010.07588006
1771866900,2026-02-23 17:15:00,0.15097,0.15134,0.150228,0.150228,286470.85802564
1771867800,2026-02-23 17:30:00,0.15022,0.150824,0.149576,0.150144,480902.34525477
1771868700,2026-02-23 17:45:00,0.15015,0.151088,0.14939,0.151088,562235.51668033
1771869600,2026-02-23 18:00:00,0.151033,0.151895,0.150864,0.151256,365287.21759603
1771870500,2026-02-23 18:15:00,0.151228,0.151432,0.150571,0.15106,293691.22425334
1771871400,2026-02-23 18:30:00,0.151116,0.152124,0.15087,0.151741,174456.90500737
1771872300,2026-02-23 18:45:00,0.151704,0.151704,0.15064,0.150859,221657.41936995
1771873200,2026-02-23 19:00:00,0.150899,0.151032,0.150519,0.150627,271270.87021893
1771874100,2026-02-23 19:15:00,0.150675,0.150917,0.150262,0.1508,480460.81886882
1771875000,2026-02-23 19:30:00,0.150762,0.151106,0.150275,0.150768,822291.97173767
1771875900,2026-02-23 19:45:00,0.150772,0.15101,0.1502,0.150612,260551.26059246
1771876800,2026-02-23 20:00:00,0.15057,0.150849,0.150308,0.150421,262946.83953041
1771877700,2026-02-23 20:15:00,0.150399,0.150791,0.150216,0.150462,456496.41837355
1771878600,2026-02-23 20:30:00,0.15047,0.151377,0.15046,0.151026,140357.50910702
1771879500,2026-02-23 20:45:00,0.15103,0.151591,0.150785,0.151453,405478.42688036
1771880400,2026-02-23 21:00:00,0.151464,0.152051,0.151297,0.15175,600616.56185323
1771881300,2026-02-23 21:15:00,0.15179,0.1519,0.151529,0.151644,142401.16166927
1771882200,2026-02-23 21:30:00,0.15164,0.152115,0.151182,0.151756,223247.39364677
1771883100,2026-02-23 21:45:00,0.151722,0.152121,0.151704,0.151884,204995.27499897
1771884000,2026-02-23 22:00:00,0.151859,0.152634,0.151728,0.152473,328126.85253112
1771884900,2026-02-23 22:15:00,0.152484,0.152685,0.152323,0.152413,184316.49906265
1771885800,2026-02-23 22:30:00,0.15237,0.15262,0.152154,0.15224,152533.48883914
1771886700,2026-02-23 22:45:00,0.15224,0.152391,0.151698,0.151742,216755.59956739
1771887600,2026-02-23 23:00:00,0.15175,0.152208,0.151707,0.1519,191689.09378582
1771888500,2026-02-23 23:15:00,0.151903,0.15199,0.15161,0.151758,188697.1811037
1771889400,2026-02-23 23:30:00,0.15173,0.151782,0.151143,0.15119,224228.80217514
