timestamp,low,high,open,close,volume
2026-02-22 06:00:00+00:00,0.154399,0.155622,0.155312,0.15533,7441529.34053134
2026-02-22 07:00:00+00:00,0.155245,0.155953,0.155346,0.155718,1514082.30671713
2026-02-22 08:00:00+00:00,0.155482,0.15638,0.15573,0.156016,2281922.95570853
2026-02-22 09:00:00+00:00,0.155863,0.156869,0.15592,0.156603,408921.9799323
2026-02-22 10:00:00+00:00,0.156224,0.15698,0.156613,0.156327,620828.2715102
2026-02-22 11:00:00+00:00,0.156282,0.156661,0.156282,0.156576,579784.99761401
2026-02-22 12:00:00+00:00,0.15513,0.156552,0.156552,0.155281,796089.79770065
2026-02-22 13:00:00+00:00,0.154804,0.155571,0.15531,0.15496,1083367.42873619
2026-02-22 14:00:00+00:00,0.154133,0.155092,0.15496,0.154567,1073429.17815747
2026-02-22 15:00:00+00:00,0.153903,0.154959,0.154573,0.154293,1274422.01789261
2026-02-22 16:00:00+00:00,0.153975,0.154937,0.154287,0.15486,638496.88993848
2026-02-22 17:00:00+00:00,0.153845,0.15532,0.154855,0.15413,883404.63037151
2026-02-22 18:00:00+00:00,0.153759,0.15582,0.1541,0.155454,5889713.28725074
2026-02-22 19:00:00+00:00,0.154941,0.15548,0.155402,0.155259,560026.87686446
2026-02-22 20:00:00+00:00,0.154489,0.155347,0.1552,0.154532,546587.08483045
2026-02-22 21:00:00+00:00,0.154242,0.15498,0.15454,0.15481,562140.36596183
2026-02-22 22:00:00+00:00,0.1547,0.155288,0.154781,0.155081,1164445.06831409
2026-02-22 23:00:00+00:00,0.154504,0.155333,0.155122,0.154872,1190648.32870318
2026-02-23 00:00:00+00:00,0.152929,0.155265,0.154875,0.1531,1335769.0240532
2026-02-23 01:00:00+00:00,0.149094,0.154403,0.153045,0.14991,13717967.7957888
2026-02-23 02:00:00+00:00,0.149712,0.150972,0.149921,0.150616,1570735.85013774
2026-02-23 03:00:00+00:00,0.150222,0.151648,0.150648,0.150822,2089129.42961612
2026-02-23 04:00:00+00:00,0.149696,0.151182,0.15084,0.150191,1480015.65281339
2026-02-23 05:00:00+00:00,0.150219,0.151406,0.150219,0.150977,778588.05132371
2026-02-23 06:00:00+00:00,0.150871,0.153529,0.15099,0.153269,758114.59300812
2026-02-23 07:00:00+00:00,0.152835,0.153711,0.153319,0.153144,411447.76257349
2026-02-23 08:00:00+00:00,0.15232,0.153253,0.15312,0.152544,413319.23217883
2026-02-23 09:00:00+00:00,0.15254,0.155344,0.15254,0.15524,726406.96645418
2026-02-23 10:00:00+00:00,0.154935,0.156106,0.15522,0.155912,753935.12897768
2026-02-23 11:00:00+00:00,0.155814,0.15683,0.15595,0.156048,1176143.20666808
2026-02-23 12:00:00+00:00,0.155399,0.157453,0.156039,0.156566,1074289.48129521
2026-02-23 13:00:00+00:00,0.155235,0.156772,0.15657,0.15532,1035853.88581844
2026-02-23 14:00:00+00:00,0.153821,0.15566,0.15532,0.155288,1096502.9468095
2026-02-23 15:00:00+00:00,0.152918,0.155685,0.155313,0.15301,2969339.81099576
2026-02-23 16:00:00+00:00,0.150881,0.153135,0.15306,0.151495,1468590.66942079
2026-02-23 17:00:00+00:00,0.14939,0.151954,0.151522,0.151088,1600618.7958408
2026-02-23 18:00:00+00:00,0.150571,0.152124,0.151033,0.150859,1055092.76622669
2026-02-23 19:00:00+00:00,0.1502,0.151106,0.150899,0.150612,1834574.92141788
2026-02-23 20:00:00+00:00,0.150216,0.151591,0.15057,0.151453,1265279.19389134
2026-02-23 21:00:00+00:00,0.151182,0.152121,0.151464,0.151884,1171260.39216824
2026-02-23 22:00:00+00:00,0.151698,0.152685,0.151859,0.151742,881732.4400003
2026-02-23 23:00:00+00:00,0.151118,0.152208,0.15175,0.15154,867105.02068238
2026-02-24 00:00:00+00:00,0.151416,0.152068,0.15158,0.15206,1035254.1041503
2026-02-24 01:00:00+00:00,0.149564,0.152552,0.152059,0.151665,1400833.92116902
2026-02-24 02:00:00+00:00,0.150801,0.152231,0.151616,0.151114,2275804.2417282
2026-02-24 03:00:00+00:00,0.149741,0.151104,0.151104,0.150275,1359664.60586086
2026-02-24 04:00:00+00:00,0.149102,0.150459,0.150275,0.14969,1343930.40609418
2026-02-24 05:00:00+00:00,0.148572,0.15028,0.149619,0.149114,982417.76699243
2026-02-24 06:00:00+00:00,0.148902,0.149698,0.149125,0.14924,930842.0234789
2026-02-24 07:00:00+00:00,0.14892,0.14993,0.14926,0.14922,592406.13702627
2026-02-24 08:00:00+00:00,0.148745,0.15026,0.149207,0.150136,750808.73806716
2026-02-24 09:00:00+00:00,0.148608,0.150235,0.150133,0.149553,1134481.60841231
2026-02-24 10:00:00+00:00,0.148851,0.149553,0.149499,0.14929,590233.51467268
2026-02-24 11:00:00+00:00,0.149032,0.149591,0.14932,0.149234,800270.18083032
2026-02-24 12:00:00+00:00,0.148751,0.149624,0.149225,0.14891,797967.98708042
2026-02-24 13:00:00+00:00,0.147299,0.149148,0.14892,0.148648,1690790.78569985
2026-02-24 14:00:00+00:00,0.147811,0.151079,0.148635,0.149828,4185300.26842799
2026-02-24 15:00:00+00:00,0.149589,0.1512,0.14983,0.150394,1296330.73235169
2026-02-24 16:00:00+00:00,0.149583,0.151727,0.15045,0.150845,2613133.12321276
2026-02-24 17:00:00+00:00,0.150064,0.15096,0.15081,0.150487,1913337.64525751
2026-02-24 18:00:00+00:00,0.149806,0.151382,0.150487,0.15094,1961208.91462949
2026-02-24 19:00:00+00:00,0.150282,0.151443,0.150904,0.150806,958161.97805349
2026-02-24 20:00:00+00:00,0.150501,0.151299,0.150823,0.150845,1758285.9682813
2026-02-24 21:00:00+00:00,0.14962,0.150872,0.150872,0.15,2060296.55990691
2026-02-24 22:00:00+00:00,0.149809,0.150829,0.149967,0.15021,1010147.43749434
2026-02-24 23:00:00+00:00,0.149464,0.150348,0.15021,0.14957,3517023.51004452
2026-02-25 00:00:00+00:00,0.149392,0.150828,0.14957,0.150549,883541.14808588
2026-02-25 01:00:00+00:00,0.150446,0.155424,0.15055,0.153759,2278775.21039715
2026-02-25 02:00:00+00:00,0.153712,0.15557,0.153788,0.154215,4830161.77499736
2026-02-25 03:00:00+00:00,0.152992,0.1544,0.154176,0.153173,1285494.95637446
2026-02-25 04:00:00+00:00,0.152366,0.153661,0.153116,0.15324,1916343.51412512
2026-02-25 05:00:00+00:00,0.150784,0.15328,0.15324,0.1515,1458543.41027313
2026-02-25 06:00:00+00:00,0.151426,0.15202,0.151535,0.151764,723293.65519772
2026-02-25 07:00:00+00:00,0.151742,0.153148,0.151752,0.153148,1376868.1113429
2026-02-25 08:00:00+00:00,0.15259,0.153934,0.153098,0.153912,619938.22490926
2026-02-25 09:00:00+00:00,0.153542,0.15459,0.153868,0.15446,628515.6981675
2026-02-25 10:00:00+00:00,0.15413,0.154885,0.154505,0.154224,662138.71489096
2026-02-25 11:00:00+00:00,0.153615,0.155056,0.154213,0.154896,957753.09160055
2026-02-25 12:00:00+00:00,0.154638,0.157238,0.154921,0.157,1383679.96973339
2026-02-25 13:00:00+00:00,0.156703,0.15876,0.156981,0.158255,2228207.80292563
2026-02-25 14:00:00+00:00,0.158253,0.161139,0.15827,0.161,2063554.42823274
2026-02-25 15:00:00+00:00,0.159918,0.161878,0.160999,0.161767,4852558.52657656
2026-02-25 16:00:00+00:00,0.16182,0.165781,0.161838,0.163806,6352156.26069884
2026-02-25 17:00:00+00:00,0.163623,0.166751,0.163763,0.165771,2570859.12636762
2026-02-25 18:00:00+00:00,0.164985,0.167956,0.16582,0.166144,2105916.97519406
2026-02-25 19:00:00+00:00,0.16461,0.166459,0.166175,0.16625,3013320.4765653
2026-02-25 20:00:00+00:00,0.166267,0.167947,0.166267,0.16715,2881960.31390029
2026-02-25 21:00:00+00:00,0.166006,0.169331,0.167125,0.168288,7080045.70004139
2026-02-25 22:00:00+00:00,0.164941,0.169156,0.168258,0.165358,1873322.33520417
2026-02-25 23:00:00+00:00,0.161274,0.166198,0.16536,0.162661,1544261.08889177
2026-02-26 00:00:00+00:00,0.161681,0.16402,0.162603,0.163408,1767564.98742875
2026-02-26 01:00:00+00:00,0.162376,0.164429,0.163386,0.16252,1040142.45152991
2026-02-26 02:00:00+00:00,0.161762,0.163743,0.16254,0.16366,1136392.52812353
2026-02-26 03:00:00+00:00,0.162874,0.163832,0.163664,0.163338,1015566.26692684
2026-02-26 04:00:00+00:00,0.163183,0.165532,0.163328,0.164572,1304433.4398865
2026-02-26 05:00:00+00:00,0.162854,0.164793,0.164564,0.16343,794110.99063711
2026-02-26 06:00:00+00:00,0.162429,0.163952,0.16347,0.162674,656542.08325808
2026-02-26 07:00:00+00:00,0.16234,0.163149,0.162566,0.162599,482928.63199588
2026-02-26 08:00:00+00:00,0.162587,0.164166,0.162599,0.16315,506296.1382229
2026-02-26 09:00:00+00:00,0.163009,0.165068,0.163067,0.164952,847560.85560698
2026-02-26 10:00:00+00:00,0.163587,0.165164,0.164927,0.163934,1012078.18913714
2026-02-26 11:00:00+00:00,0.163197,0.164072,0.163888,0.163526,994654.96472744
2026-02-26 12:00:00+00:00,0.163325,0.164517,0.16351,0.16427,797272.07394057
2026-02-26 13:00:00+00:00,0.163181,0.164765,0.164207,0.164036,1750206.95703973
2026-02-26 14:00:00+00:00,0.162243,0.164253,0.16404,0.163525,1446713.45707576
2026-02-26 15:00:00+00:00,0.160445,0.16359,0.163494,0.162316,3530180.64582255
2026-02-26 16:00:00+00:00,0.158445,0.162487,0.16232,0.158605,3846552.48092139
2026-02-26 17:00:00+00:00,0.158503,0.159901,0.158596,0.15914,2107796.88547143
2026-02-26 18:00:00+00:00,0.158472,0.16077,0.15914,0.159936,1414906.78766715
