SKU,Item_Name,Category,Subcategory,Product_Name,Default_Unit,Default_Price,Taxable,Reorder_Point,Date_Added,Last_Updated,Status,Notes,Size,Item_Description,Wholesale_Cost,Retail_Markup,Retail_Price,Unit_Cost,Unit_Price,Last_Invoice_No,Last_Vendor,Last_Received_Date,Supplier_Barcode,QR_Code,QR_Image_Path
PLA-F810C1D9,"plact, rose",Plant,Plant,"plact, rose",each,34.99,Y,5,2025-12-26 20:31:54,2025-12-26 20:31:54,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,"plact, rose",12.75,,34.99,12.75,34.99,,Mountain Gardens,2025-12-26,,,
SUP-DF071183,Plalosein,Supply,Supply,Plalosein,each,34.99,Y,5,2025-12-26 20:31:54,2025-12-26 20:31:54,Active,Imported from mountain_gardens_premium_import_final.csv,,Plalosein,15.12,,34.99,15.12,34.99,,Mountain Gardens,2025-12-26,,,
PLA-CB7C6B18,"pland, herb",Plant,Plant,"pland, herb",each,7.99,Y,5,2025-12-26 20:31:54,2025-12-26 20:31:54,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,"pland, herb",,,7.99,,7.99,,Mountain Gardens,2025-12-26,,,
PLA-B214A6A6,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:31:54,2025-12-26 20:31:54,Active,Imported from mountain_gardens_premium_import_final.csv,"3""",Plant,20.64,,49.99,20.64,49.99,,Mountain Gardens,2025-12-26,,,
PLA-4C05E6DB,Plant,Plant,Plant,Plant,each,5.99,Y,5,2025-12-26 20:31:54,2025-12-26 20:31:54,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,1.55,,5.99,1.55,5.99,,Mountain Gardens,2025-12-26,,,
PLA-B0AB4025,Plant,Plant,Plant,Plant,each,16.99,Y,5,2025-12-26 20:31:54,2025-12-26 20:31:54,Active,Imported from mountain_gardens_premium_import_final.csv,6in,Plant,,,16.99,,16.99,,Mountain Gardens,2025-12-26,,,
PLA-728CC09D,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:31:54,2025-12-26 20:31:54,Active,Imported from mountain_gardens_premium_import_final.csv,6pk,Plant,24.88,,59.99,24.88,59.99,,Mountain Gardens,2025-12-26,,,
PLA-40FE8A8B,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:54,2025-12-26 20:31:54,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.45,,9.99,4.45,9.99,,Mountain Gardens,2025-12-26,,,
PLA-8ECFAA9A,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:54,2025-12-26 20:31:54,Active,Imported from mountain_gardens_premium_import_final.csv,3 gal,Plant,11.25,,29.99,11.25,29.99,,Mountain Gardens,2025-12-26,,,
PLA-D56CACAC,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:31:54,2025-12-26 20:31:54,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,10.0,,24.99,10.0,24.99,,Mountain Gardens,2025-12-26,,,
PLA-753CF9BA,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.1,,9.99,4.1,9.99,,Mountain Gardens,2025-12-26,,,
PLA-0E8D11D3,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,33.5,,69.99,33.5,69.99,,Mountain Gardens,2025-12-26,,,
PLA-742915A6,Plant,Plant,Plant,Plant,each,129.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,65.0,,129.99,65.0,129.99,,Mountain Gardens,2025-12-26,,,
PLA-3B11F0A7,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,15.75,,69.99,15.75,69.99,,Mountain Gardens,2025-12-26,,,
PLA-FE44EF6E,Plant,Plant,Plant,Plant,each,199.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,10.0,,199.99,10.0,199.99,,Mountain Gardens,2025-12-26,,,
PLA-BD80C29B,Plant,Plant,Plant,Plant,each,7.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,,,7.99,,7.99,,Mountain Gardens,2025-12-26,,,
PLA-BA2DB589,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.5,,14.99,4.5,14.99,,Mountain Gardens,2025-12-26,,,
PLA-661B2B28,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.65,,9.99,3.65,9.99,,Mountain Gardens,2025-12-26,,,
PLA-41C7803F,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.25,,9.99,4.25,9.99,,Mountain Gardens,2025-12-26,,,
PLA-A90EE062,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.75,,9.99,3.75,9.99,,Mountain Gardens,2025-12-26,,,
PLA-970F1527,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.75,,9.99,3.75,9.99,,Mountain Gardens,2025-12-26,,,
PLA-3DD2315C,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,2.85,,9.99,2.85,9.99,,Mountain Gardens,2025-12-26,,,
PLA-5E0115FF,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.95,,9.99,3.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-5798F495,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.35,,14.99,5.35,14.99,,Mountain Gardens,2025-12-26,,,
PLA-41D2B0CC,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.5,,14.99,4.5,14.99,,Mountain Gardens,2025-12-26,,,
PLA-D62DD964,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,10.95,,29.99,10.95,29.99,,Mountain Gardens,2025-12-26,,,
PLA-AA76677D,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.95,,14.99,4.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-8BB6EB21,Plant,Plant,Plant,Plant,each,8.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.25,,8.99,3.25,8.99,,Mountain Gardens,2025-12-26,,,
PLA-656104CA,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.35,,44.99,18.35,44.99,,Mountain Gardens,2025-12-26,,,
PLA-DC879C61,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.95,,14.99,5.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-A485CE86,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.1,,14.99,5.1,14.99,,Mountain Gardens,2025-12-26,,,
PLA-C4B86B43,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.75,,9.99,3.75,9.99,,Mountain Gardens,2025-12-26,,,
PLA-33AAB828,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.6,,14.99,4.6,14.99,,Mountain Gardens,2025-12-26,,,
PLA-2FB21C15,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.75,,9.99,3.75,9.99,,Mountain Gardens,2025-12-26,,,
PLA-585871BA,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.75,,9.99,3.75,9.99,,Mountain Gardens,2025-12-26,,,
PLA-C7A2391D,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,6.8,,19.99,6.8,19.99,,Mountain Gardens,2025-12-26,,,
PLA-8CCDF86F,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,2.8,,9.99,2.8,9.99,,Mountain Gardens,2025-12-26,,,
PLA-54F91EA0,Plant,Plant,Plant,Plant,each,35.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,,,35.99,,35.99,,Mountain Gardens,2025-12-26,,,
PLA-4E43A05F,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,"8""",Plant,9.25,,24.99,9.25,24.99,,Mountain Gardens,2025-12-26,,,
PLA-8264CF93,Plant,Plant,Plant,Plant,each,199.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,25 gal,Plant,35.0,,199.99,35.0,199.99,,Mountain Gardens,2025-12-26,,,
PLA-A3EE9098,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,"8""",Plant,13.25,,39.99,13.25,39.99,,Mountain Gardens,2025-12-26,,,
PLA-0E91705B,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,12.9,,29.99,12.9,29.99,,Mountain Gardens,2025-12-26,,,
PLA-8B3673C2,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,17.5,,39.99,17.5,39.99,,Mountain Gardens,2025-12-26,,,
PLA-F62D521D,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,7gal,Plant,,,69.99,,69.99,,Mountain Gardens,2025-12-26,,,
PLA-A501ADE4,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,"1""",Plant,12.65,,39.99,12.65,39.99,,Mountain Gardens,2025-12-26,,,
PLA-EA806CF0,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,,,89.99,,89.99,,Mountain Gardens,2025-12-26,,,
PLA-2C7A21E2,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,15.9,,39.99,15.9,39.99,,Mountain Gardens,2025-12-26,,,
PLA-0E64EA1F,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,11.95,,29.99,11.95,29.99,,Mountain Gardens,2025-12-26,,,
PLA-2F9DBE97,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.5,,44.99,18.5,44.99,,Mountain Gardens,2025-12-26,,,
PLA-F6B1341A,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,8.9,,24.99,8.9,24.99,,Mountain Gardens,2025-12-26,,,
PLA-E23BAACB,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,7.15,,24.99,7.15,24.99,,Mountain Gardens,2025-12-26,,,
PLA-A73ECA28,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,17.5,,39.99,17.5,39.99,,Mountain Gardens,2025-12-26,,,
PLA-60A8D72E,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,50gal,Plant,14.0,,34.99,14.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-85E7E7FD,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,5.75,,14.99,5.75,14.99,,Mountain Gardens,2025-12-26,,,
PLA-C277BA39,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.95,,14.99,5.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-BC47156A,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,4.97,,14.99,4.97,14.99,,Mountain Gardens,2025-12-26,,,
PLA-44EF29BF,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.95,,14.99,4.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-302FC822,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.25,,9.99,4.25,9.99,,Mountain Gardens,2025-12-26,,,
PLA-6EE0DC2F,plant,Plant,Plant,plant,each,34.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,plant,15.5,,34.99,15.5,34.99,,Mountain Gardens,2025-12-26,,,
PLA-A485D0F9,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,26.8,,69.99,26.8,69.99,,Mountain Gardens,2025-12-26,,,
PLA-35E48F85,Plant,Plant,Plant,Plant,each,129.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,48.0,,129.99,48.0,129.99,,Mountain Gardens,2025-12-26,,,
PLA-B5DD909A,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:55,2025-12-26 20:31:55,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,13.0,,29.99,13.0,29.99,,Mountain Gardens,2025-12-26,,,
PLA-80884169,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,,,89.99,,89.99,,Mountain Gardens,2025-12-26,,,
PLA-A4760C9B,Plant,Plant,Plant,Plant,each,79.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,28.0,,79.99,28.0,79.99,,Mountain Gardens,2025-12-26,,,
PLA-720FF05B,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,15.0,,44.99,15.0,44.99,,Mountain Gardens,2025-12-26,,,
PLA-5EC88099,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,28.8,,59.99,28.8,59.99,,Mountain Gardens,2025-12-26,,,
PLA-DF2C153F,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"8""",Plant,10.9,,29.99,10.9,29.99,,Mountain Gardens,2025-12-26,,,
PLA-8F1F12EA,Plant,Plant,Plant,Plant,each,79.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,12.0,,79.99,12.0,79.99,,Mountain Gardens,2025-12-26,,,
PLA-47FBCF1D,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,13.0,,29.99,13.0,29.99,,Mountain Gardens,2025-12-26,,,
PLA-5BA93149,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"8""",Plant,16.45,,39.99,16.45,39.99,,Mountain Gardens,2025-12-26,,,
PLA-F74E5607,Plant,Plant,Plant,Plant,each,99.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,10 gal,Plant,,,99.99,,99.99,,Mountain Gardens,2025-12-26,,,
PLA-438214D2,Plant,Plant,Plant,Plant,each,79.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,32.0,,79.99,32.0,79.99,,Mountain Gardens,2025-12-26,,,
PLA-AE22638C,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,13.0,,29.99,13.0,29.99,,Mountain Gardens,2025-12-26,,,
PLA-1EFB7EE7,Plant,Plant,Plant,Plant,each,99.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,10 gal,Plant,,,99.99,,99.99,,Mountain Gardens,2025-12-26,,,
PLA-9CBEA953,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,22.0,,59.99,22.0,59.99,,Mountain Gardens,2025-12-26,,,
PLA-F00DF8D3,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,16.65,,39.99,16.65,39.99,,Mountain Gardens,2025-12-26,,,
PLA-8C06B1E0,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,13.0,,29.99,13.0,29.99,,Mountain Gardens,2025-12-26,,,
PLA-40D33D35,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,11.75,,89.99,11.75,89.99,,Mountain Gardens,2025-12-26,,,
PLA-F3FF7DB2,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,15.0,,49.99,15.0,49.99,,Mountain Gardens,2025-12-26,,,
PLA-80DD22BA,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,13.0,,29.99,13.0,29.99,,Mountain Gardens,2025-12-26,,,
PLA-8D7EE421,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,17.35,,39.99,17.35,39.99,,Mountain Gardens,2025-12-26,,,
PLA-ABE9C244,Plant,Plant,Plant,Plant,each,79.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,15gal,Plant,32.0,,79.99,32.0,79.99,,Mountain Gardens,2025-12-26,,,
PLA-D4AEB6FE,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,12.45,,89.99,12.45,89.99,,Mountain Gardens,2025-12-26,,,
PLA-6C7C7235,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,28.8,,69.99,28.8,69.99,,Mountain Gardens,2025-12-26,,,
PLA-E35DD348,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"8""",Plant,16.65,,39.99,16.65,39.99,,Mountain Gardens,2025-12-26,,,
PLA-7454657D,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,32.0,,59.99,32.0,59.99,,Mountain Gardens,2025-12-26,,,
PLA-CA1A6DD7,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,28.8,,59.99,28.8,59.99,,Mountain Gardens,2025-12-26,,,
PLA-1FE58DB1,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,16.65,,39.99,16.65,39.99,,Mountain Gardens,2025-12-26,,,
PLA-6041E1C1,Plant,Plant,Plant,Plant,each,79.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,10 gal,Plant,32.0,,79.99,32.0,79.99,,Mountain Gardens,2025-12-26,,,
PLA-2B8B136B,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,22.0,,69.99,22.0,69.99,,Mountain Gardens,2025-12-26,,,
PLA-8D02E51E,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,16.65,,39.99,16.65,39.99,,Mountain Gardens,2025-12-26,,,
PLA-03A7B437,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,12.1,,29.99,12.1,29.99,,Mountain Gardens,2025-12-26,,,
PLA-89DA90AA,Plant,Plant,Plant,Plant,each,45.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,,,45.99,,45.99,,Mountain Gardens,2025-12-26,,,
PLA-D7F5AB93,Plant,Plant,Plant,Plant,each,89.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,12.05,,89.99,12.05,89.99,,Mountain Gardens,2025-12-26,,,
PLA-354785F4,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,12.05,,44.99,12.05,44.99,,Mountain Gardens,2025-12-26,,,
PLA-1AED6EE1,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,12.3,,29.99,12.3,29.99,,Mountain Gardens,2025-12-26,,,
PLA-D10599FF,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,7 gal,Plant,,,69.99,,69.99,,Mountain Gardens,2025-12-26,,,
PLA-3D716C9E,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,11.85,,34.99,11.85,34.99,,Mountain Gardens,2025-12-26,,,
PLA-B4B00EFF,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,28.8,,59.99,28.8,59.99,,Mountain Gardens,2025-12-26,,,
PLA-086684C8,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,16.95,,39.99,16.95,39.99,,Mountain Gardens,2025-12-26,,,
PLA-F7173298,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,22.0,,49.99,22.0,49.99,,Mountain Gardens,2025-12-26,,,
PLA-55D773E7,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,13.0,,44.99,13.0,44.99,,Mountain Gardens,2025-12-26,,,
PLA-691C3E78,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:31:56,2025-12-26 20:31:56,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,11.45,,29.99,11.45,29.99,,Mountain Gardens,2025-12-26,,,
