SKU,Item_Name,Category,Subcategory,Product_Name,Default_Unit,Default_Price,Taxable,Reorder_Point,Date_Added,Last_Updated,Status,Notes,Size,Item_Description,Wholesale_Cost,Retail_Markup,Retail_Price,Unit_Cost,Unit_Price,Last_Invoice_No,Last_Vendor,Last_Received_Date,Supplier_Barcode,QR_Code,QR_Image_Path
PLA-D2182ED0,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:04,2025-12-26 20:32:04,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.65,,9.99,3.65,9.99,,Mountain Gardens,2025-12-26,,,
PLA-03BEAEB6,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:04,2025-12-26 20:32:04,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.95,,9.99,3.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-ABFF7542,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:04,2025-12-26 20:32:04,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.95,,9.99,3.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-4969F336,plant,Plant,Plant,plant,each,9.99,Y,5,2025-12-26 20:32:04,2025-12-26 20:32:04,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,plant,4.25,,9.99,4.25,9.99,,Mountain Gardens,2025-12-26,,,
PLA-26A14200,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:04,2025-12-26 20:32:04,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.45,,14.99,5.45,14.99,,Mountain Gardens,2025-12-26,,,
PLA-AE61B9C6,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:04,2025-12-26 20:32:04,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,9.2,,24.99,9.2,24.99,,Mountain Gardens,2025-12-26,,,
PLA-1532D303,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:04,2025-12-26 20:32:04,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,,,14.99,,14.99,,Mountain Gardens,2025-12-26,,,
PLA-0F4B8855,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,6.85,,19.99,6.85,19.99,,Mountain Gardens,2025-12-26,,,
PLA-15A54651,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,4.83,,14.99,4.83,14.99,,Mountain Gardens,2025-12-26,,,
PLA-C0A67807,Plant,Plant,Plant,Plant,each,4.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,"4""",Plant,1.29,,4.99,1.29,4.99,,Mountain Gardens,2025-12-26,,,
PLA-9EB2D3EF,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,2.79,,9.99,2.79,9.99,,Mountain Gardens,2025-12-26,,,
PLA-4B963F79,Plant,Plant,Plant,Plant,each,99.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,50.0,,99.99,50.0,99.99,,Mountain Gardens,2025-12-26,,,
PLA-F285697C,plant,Plant,Plant,plant,each,34.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,plant,14.65,,34.99,14.65,34.99,,Mountain Gardens,2025-12-26,,,
PLA-ABC8123E,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.35,,9.99,4.35,9.99,,Mountain Gardens,2025-12-26,,,
PLA-749C7559,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.95,,9.99,3.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-4A8237AB,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.4,,14.99,5.4,14.99,,Mountain Gardens,2025-12-26,,,
PLA-A65E84D9,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.95,,14.99,4.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-13EBEEF1,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.95,,9.99,3.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-0EB52F4C,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.8,,14.99,5.8,14.99,,Mountain Gardens,2025-12-26,,,
PLA-7CA11E78,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.4,,9.99,3.4,9.99,,Mountain Gardens,2025-12-26,,,
PLA-9CC985D0,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,6.05,,14.99,6.05,14.99,,Mountain Gardens,2025-12-26,,,
PLA-104EDD25,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.75,,14.99,4.75,14.99,,Mountain Gardens,2025-12-26,,,
PLA-D9303E52,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.37,,14.99,5.37,14.99,,Mountain Gardens,2025-12-26,,,
PLA-6DD387B8,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.75,,14.99,5.75,14.99,,Mountain Gardens,2025-12-26,,,
PLA-F9DC1F36,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.0,,9.99,3.0,9.99,,Mountain Gardens,2025-12-26,,,
PLA-5FB85D03,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.65,,14.99,4.65,14.99,,Mountain Gardens,2025-12-26,,,
PLA-3B133237,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,6.2,,14.99,6.2,14.99,,Mountain Gardens,2025-12-26,,,
PLA-B1EEEB7A,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.37,,14.99,5.37,14.99,,Mountain Gardens,2025-12-26,,,
PLA-1A8FB817,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,,,29.99,,29.99,,Mountain Gardens,2025-12-26,,,
PLA-119E11AA,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,17.0,,39.99,17.0,39.99,,Mountain Gardens,2025-12-26,,,
PLA-7C377F27,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.0,,44.99,18.0,44.99,,Mountain Gardens,2025-12-26,,,
PLA-78FF45EA,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,19.65,,49.99,19.65,49.99,,Mountain Gardens,2025-12-26,,,
PLA-C4ACA714,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,17.3,,44.99,17.3,44.99,,Mountain Gardens,2025-12-26,,,
PLA-CE472FA9,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,3 gal,Plant,16.5,,39.99,16.5,39.99,,Mountain Gardens,2025-12-26,,,
PLA-CD8A0AC5,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,19.65,,49.99,19.65,49.99,,Mountain Gardens,2025-12-26,,,
PLA-24189ECA,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,3 gal,Plant,15.45,,34.99,15.45,34.99,,Mountain Gardens,2025-12-26,,,
PLA-F26B1B41,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,17.5,,49.99,17.5,49.99,,Mountain Gardens,2025-12-26,,,
PLA-09A562AA,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,11.25,,39.99,11.25,39.99,,Mountain Gardens,2025-12-26,,,
PLA-0135AE65,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.15,,9.99,4.15,9.99,,Mountain Gardens,2025-12-26,,,
PLA-D910AFD9,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,2.0,,9.99,2.0,9.99,,Mountain Gardens,2025-12-26,,,
PLA-4131A673,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,10.55,,24.99,10.55,24.99,,Mountain Gardens,2025-12-26,,,
PLA-62D896E9,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5gal,Plant,17.25,,39.99,17.25,39.99,,Mountain Gardens,2025-12-26,,,
PLA-8411BA5E,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,11.5,,29.99,11.5,29.99,,Mountain Gardens,2025-12-26,,,
PLA-7729709D,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,8.0,,29.99,8.0,29.99,,Mountain Gardens,2025-12-26,,,
PLA-12FE9BC9,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,19.5,,44.99,19.5,44.99,,Mountain Gardens,2025-12-26,,,
PLA-1BE835F9,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,6gal,Plant,22.5,,49.99,22.5,49.99,,Mountain Gardens,2025-12-26,,,
PLA-D82DB5E5,Plant,Plant,Plant,Plant,each,129.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,49.0,,129.99,49.0,129.99,,Mountain Gardens,2025-12-26,,,
PLA-E4CB62C0,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,10.0,,24.99,10.0,24.99,,Mountain Gardens,2025-12-26,,,
PLA-0EAB5B88,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,16.5,,39.99,16.5,39.99,,Mountain Gardens,2025-12-26,,,
PLA-7AB31D4F,Plant,Plant,Plant,Plant,each,2.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,0.92,,2.99,0.92,2.99,,Mountain Gardens,2025-12-26,,,
PLA-72AE804F,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.8,,9.99,3.8,9.99,,Mountain Gardens,2025-12-26,,,
PLA-6332707B,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.95,,14.99,4.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-A96276AA,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.5,,14.99,4.5,14.99,,Mountain Gardens,2025-12-26,,,
PLA-518B4E1E,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.8,,9.99,3.8,9.99,,Mountain Gardens,2025-12-26,,,
PLA-9F751863,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.45,,14.99,5.45,14.99,,Mountain Gardens,2025-12-26,,,
PLA-3278D75D,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,16.5,,39.99,16.5,39.99,,Mountain Gardens,2025-12-26,,,
PLA-64DC9AC8,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,13.5,,49.99,13.5,49.99,,Mountain Gardens,2025-12-26,,,
PLA-3956CD5C,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,5.95,,39.99,5.95,39.99,,Mountain Gardens,2025-12-26,,,
PLA-762EDB5E,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,14.4,,39.99,14.4,39.99,,Mountain Gardens,2025-12-26,,,
PLA-2FF182D8,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,19.95,,49.99,19.95,49.99,,Mountain Gardens,2025-12-26,,,
PLA-18AFBAE4,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.35,,44.99,18.35,44.99,,Mountain Gardens,2025-12-26,,,
PLA-69F5F40C,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,16.99,,39.99,16.99,39.99,,Mountain Gardens,2025-12-26,,,
PLA-7D4A6EB7,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.75,,9.99,3.75,9.99,,Mountain Gardens,2025-12-26,,,
PLA-CB8F89C5,Plant,Plant,Plant,Plant,each,39.99,Y,5,2025-12-26 20:32:05,2025-12-26 20:32:05,Active,Imported from mountain_gardens_premium_import_final.csv,3 gal,Plant,16.5,,39.99,16.5,39.99,,Mountain Gardens,2025-12-26,,,
PLA-EED51834,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,9.5,,24.99,9.5,24.99,,Mountain Gardens,2025-12-26,,,
PLA-D6C74DB7,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,7.0,,19.99,7.0,19.99,,Mountain Gardens,2025-12-26,,,
PLA-149077C7,Plant,Plant,Plant,Plant,each,199.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,88.0,,199.99,88.0,199.99,,Mountain Gardens,2025-12-26,,,
PLA-9FDF1FEA,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.35,,14.99,4.35,14.99,,Mountain Gardens,2025-12-26,,,
PLA-A190E8AD,Plant,Plant,Plant,Plant,each,49.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,20.0,,49.99,20.0,49.99,,Mountain Gardens,2025-12-26,,,
PLA-8AE20F43,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.35,,9.99,4.35,9.99,,Mountain Gardens,2025-12-26,,,
PLA-F23D73B9,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.45,,14.99,5.45,14.99,,Mountain Gardens,2025-12-26,,,
PLA-D3F55883,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.75,,14.99,4.75,14.99,,Mountain Gardens,2025-12-26,,,
PLA-8E46ACE0,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.95,,14.99,4.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-95477217,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,7.5,,19.99,7.5,19.99,,Mountain Gardens,2025-12-26,,,
PLA-C917EE9F,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,7gal,Plant,30.0,,59.99,30.0,59.99,,Mountain Gardens,2025-12-26,,,
PLA-4982A108,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,11.0,,34.99,11.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-6C478D74,Plant,Plant,Plant,Plant,each,169.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,65.0,,169.99,65.0,169.99,,Mountain Gardens,2025-12-26,,,
PLA-F2841C81,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.0,,14.99,5.0,14.99,,Mountain Gardens,2025-12-26,,,
PLA-DF1661BF,Plant,Plant,Plant,Plant,each,59.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,15 gal,Plant,32.0,,59.99,32.0,59.99,,Mountain Gardens,2025-12-26,,,
PLA-2C664CCB,Plant,Plant,Plant,Plant,each,69.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,19.73,,69.99,19.73,69.99,,Mountain Gardens,2025-12-26,,,
PLA-B2AFED9D,Plant,Plant,Plant,Plant,each,44.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,18.25,,44.99,18.25,44.99,,Mountain Gardens,2025-12-26,,,
PLA-3397B0F5,Plant,Plant,Plant,Plant,each,6.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1gal,Plant,2.0,,6.99,2.0,6.99,,Mountain Gardens,2025-12-26,,,
PLA-727BF9EC,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,6.25,,19.99,6.25,19.99,,Mountain Gardens,2025-12-26,,,
PLA-F7AB7413,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.45,,14.99,5.45,14.99,,Mountain Gardens,2025-12-26,,,
PLA-AA35E063,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.85,,9.99,3.85,9.99,,Mountain Gardens,2025-12-26,,,
PLA-0BC73DFA,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,9.72,,24.99,9.72,24.99,,Mountain Gardens,2025-12-26,,,
PLA-B54E39F3,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,8.97,,24.99,8.97,24.99,,Mountain Gardens,2025-12-26,,,
PLA-0294FD95,Plant,Plant,Plant,Plant,each,24.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,5.5,,24.99,5.5,24.99,,Mountain Gardens,2025-12-26,,,
PLA-4E5E9430,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,13.25,,34.99,13.25,34.99,,Mountain Gardens,2025-12-26,,,
PLA-FD88CB66,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,15.0,,34.99,15.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-C2418F4D,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,5.95,,14.99,5.95,14.99,,Mountain Gardens,2025-12-26,,,
PLA-850BFD6E,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,12.25,,29.99,12.25,29.99,,Mountain Gardens,2025-12-26,,,
PLA-47A4CD0C,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,15.0,,34.99,15.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-1269D43F,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,13.75,,34.99,13.75,34.99,,Mountain Gardens,2025-12-26,,,
PLA-E22A98A7,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.35,,9.99,4.35,9.99,,Mountain Gardens,2025-12-26,,,
PLA-E4C079A0,Plant,Plant,Plant,Plant,each,34.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,15.0,,34.99,15.0,34.99,,Mountain Gardens,2025-12-26,,,
PLA-FEEBAF90,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,3.95,,9.99,3.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-36CC8048,Plant,Plant,Plant,Plant,each,14.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,,Plant,3.75,,14.99,3.75,14.99,,Mountain Gardens,2025-12-26,,,
PLA-F04A68F4,Plant,Plant,Plant,Plant,each,29.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,5 gal,Plant,10.75,,29.99,10.75,29.99,,Mountain Gardens,2025-12-26,,,
PLA-8F398EC8,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,2.95,,9.99,2.95,9.99,,Mountain Gardens,2025-12-26,,,
PLA-E4E24BA5,Plant,Plant,Plant,Plant,each,19.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,2 gal,Plant,7.6,,19.99,7.6,19.99,,Mountain Gardens,2025-12-26,,,
PLA-3B13688F,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,2.85,,9.99,2.85,9.99,,Mountain Gardens,2025-12-26,,,
PLA-07007CA6,Plant,Plant,Plant,Plant,each,9.99,Y,5,2025-12-26 20:32:06,2025-12-26 20:32:06,Active,Imported from mountain_gardens_premium_import_final.csv,1 gal,Plant,4.2,,9.99,4.2,9.99,,Mountain Gardens,2025-12-26,,,
